"4641461","Tasa IVA (*)	
Pre. Público	$  
13.53
Pre. Mayorista	$  
8.95
Destacado?	
Publicado Web?	
Habilitado Gestión?	
cancelar Cancelar	aceptar Modificar
Buscar  
Buscar en: Artículos"
"4641505","Tasa IVA (*)	
Pre. Público	$  
133.92
Pre. Mayorista	$  
86.66
Destacado?	
Publicado Web?	
Habilitado Gestión?	
cancelar Cancelar	aceptar Modificar"
"6435383","Luminaria de aplicar construída en aluminio. Cubierta de policarbonato satinado. Tornillos de acero inoxidable."
"6435385","Luminaria de aplicar construída en aluminio. Cubierta de vidrio. Tornillos de acero inoxidable."
"6435386","Luminaria de aplicar construída en aluminio. Cubierta de vidrio. Tornillos de acero inoxidable."
"6435399","Spot de jardín con jabalina fabricado en PVC. Aro sellador de goma siliconada."
"6451750","- Luminaria para señalamiento, apta para embarcaciones
- Cuerpo de aluminio con defensa protectora de alambre galvanizado
- Refractor tipo “U” con pestaña de vidrio borosilicato
- Dimensiones: Ancho 125 x Alto 225 mm
- Grado de protección: IP65"
"6435971","- Pantalla Ø13cm
- Profundidad 18cm
- Tramos 23cm y 26cm
- Base Ø17cm
- Altura aprox. en uso 50cm"
"6535553","Unión flexible para Prima, Boxer y Vedette. Diámetro interior: 32 mm. Material Ignifugo. Largo: 180 mm."
"6535342","Louver para Boxer. Blanco, Negro y Metalizado. Con Filtro U.V."
"6561014","Medidas: 80mm x 1245mm x 115mm"
"6561032","Medidas: 50mm x 1240mm x 40mm"
"6435387","Luminaria de aplicar construída en aluminio. Cubierta de vidrio. Tornillos de acero inoxidable."
"7010028","Ventilador de pie de 20”:
Paletas de diseño especial de metal.
Altura de 1,70 metros.
Motor reforzado bobinado en cobre de 80 Watt.
Barral regulable en altura.
Con tres velocidades y oscilante.
Industria Argentina. Garantía 1 año."
"7055195","Ventilador reclinable
 

· Nueva base antideslizante.
· Cabezal reclinable.
· Parrilla plástica espiralada.
· Súper silencioso.
· 3 velocidades.
· Gran caudal de aire.
· 5 aspas negras.
· Diámetro de 18″.
· Potencia: 75 watts.

Garantía 2 Años
Industria Argentina"
"7055202","Ventilador de Pie Industrial
 

· Cabezal oscilante y reclinable.
· Parrilla metálica negra.
· Palas tipo avión de 2 aspas.
· Motores reforzados.
· 3 velocidades.
· Diámetro de 32″.
· Potencia: 280 watts.

Garantía 2 Años
Industria Argentina"
"6561010","Medidas: 80mm x 640mm x 115mm"
"7055198","Turboventilador de Mesa Orbital con Repeler
Moderno diseño y Gran caudal de aire
 

· Parrilla cromada.
· 3 aspas negras.
· Súper silencioso.
· 3 velocidades.
· Diámetro de 18″.
· Potencia: 75 watts.

Sistema Orbital
Direcciona la brisa en forma horizontal y vertical.
Este sistema permite que el cabezal del ventilador se desplace sobre su eje en forma elíptica, distribuyendo la brisa fresca en forma suave y uniforme hacia ambos lados como así también hacia arriba y hacia abajo. Esta acción posibilita la recirculación permanente del aire, permite bajar la temperatura del ambiente brindando una confortable sensación de frescura y bienestar.

Dispositivo Repeler
Permite colocar una tableta repelente de insectos de tamaño estándar. Las partículas liberadas por dichas tabletas son tomadas por las aspas del ventilador y distribuidas uniformemente en todo el ambiente.

Garantía 2 Años
Industria Argentina"
"7055200","Ventilador de Pared Orbital
 

· Parrilla cromada.
· 3 aspas transparentes.
· Potente motor.
· Súper silencioso.
· 3 velocidades.
· Diámetro de 20″.
· Potencia: 90 watts.

Sistema Orbital
Direcciona la brisa en forma horizontal y vertical.
Este sistema permite que el cabezal del ventilador se desplace sobre su eje en forma elíptica, distribuyendo la brisa fresca en forma suave y uniforme hacia ambos lados como así también hacia arriba y hacia abajo. Esta acción posibilita la recirculación permanente del aire, permite bajar la temperatura del ambiente brindando una confortable sensación de frescura y bienestar.

Garantía 2 Años
Industria Argentina"
"6560879","Medidas: 115mm x 2465mm x 65mm"
"6561011","Medidas: 125mm x 640mm x 115mm"
"6561030","Medidas: 50mm x 630mm x 40mm"
"6415460","Medida: 9cm ancho,7cm alto, 19cm largo"
"6415515","Medida: 9cm ancho,21cm largo"
"6435403","Luminaria de aplicar construída en aluminio. Cubierta de vidrio. Tornillos de acero inoxidable."
"6415523","Medida: 26,5cm largo,10cm ancho"
"7055199","Turboventilador de Mesa Orbital con Repeler
Moderno diseño y Gran caudal de aire
 

· Parrilla cromada.
· 3 aspas metálicas.
· Súper silencioso.
· 3 velocidades.
· Diámetro de 20″.
· Potencia: 90 watts.

Sistema Orbital
Direcciona la brisa en forma horizontal y vertical.
Este sistema permite que el cabezal del ventilador se desplace sobre su eje en forma elíptica, distribuyendo la brisa fresca en forma suave y uniforme hacia ambos lados como así también hacia arriba y hacia abajo. Esta acción posibilita la recirculación permanente del aire, permite bajar la temperatura del ambiente brindando una confortable sensación de frescura y bienestar.

Dispositivo Repeler
Permite colocar una tableta repelente de insectos de tamaño estándar. Las partículas liberadas por dichas tabletas son tomadas por las aspas del ventilador y distribuidas uniformemente en todo el ambiente.

Garantía 2 Años
Industria Argentina"
